Map Link,Company,Address,Phone Number,Map Link,Website,E mail,Linkedin
Infinite Computer Solutions,https://www.infinite.com/,https://www.google.com/maps/place/Infinite+Computer+Solutions/data=!4m7!3m6!1s0x3bae1189ee1f4d33:0x216396fbddefbb70!8m2!3d12.9733988!4d77.7163116!16s%2Fg%2F1tgw8bp4!19sChIJM00f7okRrjsRcLvv3fuWYyE?authuser=0&hl=en&rclk=1,08041930000,"157, EPIP Zone Whitefield Rd, Phase 2, Kundalahalli, Whitefield, Bengaluru, Karnataka 560066 ","['info@infinite.com', 'buyback@infinite.com', 'shareholder@infinite.com', 'sales@netsfere.com']",https://in.linkedin.com/company/infinite-computer-solutions
DIATOZ Solutions Private Limited,https://www.diatoz.com/,https://www.google.com/maps/place/DIATOZ+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bae13721c3365ff:0x230e8b5e4785426f!8m2!3d12.9627235!4d77.7166408!16s%2Fg%2F11gh_krjdb!19sChIJ_2UzHHITrjsRb0KFR16LDiM?authuser=0&hl=en&rclk=1,08042009222,"Plot No. 1, Brookes Enclave, 5th Floor, Pearl Paradise, ITPL Main Rd, near Brigade Tech Park, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037 ","['info@diatoz.com', 'monudjn@gmail.com']",https://in.linkedin.com/company/diatoz
Sunfra Technologies,http://www.sunfra.com/,https://www.google.com/maps/place/Sunfra+Technologies/data=!4m7!3m6!1s0x3bae14babbc5d4b1:0xd629cf6f31ea1178!8m2!3d12.9647503!4d77.7026815!16s%2Fg%2F12vtpjf9h!19sChIJsdTFu7oUrjsReBHqMW_PKdY?authuser=0&hl=en&rclk=1,08065666999,"9, Martin Towers,1st A Cross, Anantha Ram Reddy Layout, ORR, Marathahalli, behind Vinayaka Skoda Car Showroom, Bengaluru, Karnataka 560037 ","['PRASAD.PANATI@GMAIL.COM', 'spalagiri@sunfra.com', 'info@vintagehrconsultants.com', 'xxxx@sunfra.com']",https://in.linkedin.com/company/sunfra-technologies
"Axtria India Pvt. Ltd., Bangalore",https://www.axtria.com/,"https://www.google.com/maps/place/Axtria+India+Pvt.+Ltd.,+Bangalore/data=!4m7!3m6!1s0x3bae13353c7aae99:0xc1db418508119569!8m2!3d12.964022!4d77.7181002!16s%2Fg%2F11s1spwc7y!19sChIJma56PDUTrjsRaZURCIVB28E?authuser=0&hl=en&rclk=1",Not present on google business profiles,"4th Floor, Dragonfly Building, Brigade Tech Gardens, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037 ","['connect@axtria.com', 'axtria_india_accounts@axtria.com', 'Email: connect@axtria.com', ""first '.' last@axtria.com"", 'data_privacy@axtria.com', 'retail.axtria@axtria.com']",https://in.linkedin.com/company/axtria
Cognizant Technology Solutions,https://www.cognizant.com/,https://www.google.com/maps/place/Cognizant+Technology+Solutions/data=!4m7!3m6!1s0x3bae131e3ef3e5a9:0xec218a440168b759!8m2!3d12.9726508!4d77.7084883!16s%2Fg%2F11j7jynzhj!19sChIJqeXzPh4TrjsRWbdoAUSKIew?authuser=0&hl=en&rclk=1,Not present on google business profiles,"Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037 ","['inquiry@cognizant.com', 'cognizantfoundation@cognizant.com', 'empid@cognizant.com', 'humanresources@cognizant.com', 'First.Last@cognizant.com']",https://in.linkedin.com/company/cognizant
Advento Technologies,http://adventotech.com/,https://www.google.com/maps/place/Advento+Technologies/data=!4m7!3m6!1s0x3bae123f95555555:0xa42a80f1031c8fa6!8m2!3d12.9595565!4d77.7165874!16s%2Fg%2F11q9q7c6xg!19sChIJVVVVlT8SrjsRpo8cA_GAKqQ?authuser=0&hl=en&rclk=1,09043090479,"Maruthi Emerald, BEML Layout, Brookefield, Bengaluru, Karnataka 560066 ","['info@adventotech.com', 'rgopalakrishnan1958@gmail.com', 'hello@advento.in']",https://in.linkedin.com/company/advent-technogroup
Aplus Technologies Whitefield,https://www.aplus-edtech.com/,https://www.google.com/maps/place/Aplus+Technologies+Whitefield/data=!4m7!3m6!1s0x3bae122573a668ad:0x9b940d5e8c880636!8m2!3d12.9613293!4d77.7158344!16s%2Fg%2F11f646v8dg!19sChIJrWimcyUSrjsRNgaIjF4NlJs?authuser=0&hl=en&rclk=1,09108249111,"1604, 5th Main Rd, E Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037 ","['info@aplus-edtech.com', 'info@aplustechsol.com', 'gnrai@yahoo.com', 'hr@aplusatech.com', 'contactus@aplus-technology.com', 'info.aplusndt@gmail.com', 'support@aplus.net', 'aplus@aplustec.com.tw']",https://www.linkedin.com/company/aplus-edu
Koch Business Solutions India,Not present on google business profiles,https://www.google.com/maps/place/Koch+Business+Solutions+India/data=!4m7!3m6!1s0x3bae151545665083:0xc996106e00eceebd!8m2!3d12.9696266!4d77.7170335!16s%2Fg%2F11fk1n901v!19sChIJg1BmRRUVrjsRve7sAG4Qlsk?authuser=0&hl=en&rclk=1,Not present on google business profiles,"Kalyani Platina, Pine Block, Hobli, Kundalahalli, Krishnarajapuram, Bengaluru, Karnataka 560037 ","['manish.sinha@kochcc.com', 'Richard.Swan@kbslp.com', 'Manoj.Madassery@kochgs.com']",https://in.linkedin.com/company/kbsindia
Soft Suave Technologies,https://www.softsuave.com/,https://www.google.com/maps/place/Soft+Suave+Technologies/data=!4m7!3m6!1s0x3bae1329c73049b1:0x81a90e9c26ea4fcd!8m2!3d12.9728546!4d77.7199935!16s%2Fg%2F11fp9dkkq9!19sChIJsUkwxykTrjsRzU_qJpwOqYE?authuser=0&hl=en&rclk=1,08042161324,"Gayatri Tech Park (4th floor Plot 183, EPIP, Near iGate, KIADB Industrial Area, Road, 1B, EPIP Zone Whitefield Rd, Kundalahalli, Whitefield, Bengaluru, Karnataka 560066 ","['contact@softsuave.com', 'rameshv1210@gmail.com', ""first '.' last@softsuave.com""]",https://in.linkedin.com/company/softsuave
Banao Technologies,https://www.banao.tech/,https://www.google.com/maps/place/Banao+Technologies/data=!4m7!3m6!1s0x3bae118b5a6382bf:0x93cad3a96e9a3048!8m2!3d12.9772368!4d77.7022499!16s%2Fg%2F11lp_n4305!19sChIJv4JjWosRrjsRSDCabqnTypM?authuser=0&hl=en&rclk=1,Not present on google business profiles,"809/1, Ferns Paradise, Doddanekkundi, Bengaluru, Karnataka 560048 ","['admin@banao.tech', 'email. ******@banao.tech']",https://in.linkedin.com/company/banao-tech
e2eHiring Pvt Ltd,https://www.e2ehiring.com/,https://www.google.com/maps/place/e2eHiring+Pvt+Ltd/data=!4m7!3m6!1s0x3bae13a338a8ade1:0xc3dbcf79bd04ec6f!8m2!3d12.9627235!4d77.7166408!16s%2Fg%2F11nnvc4qr3!19sChIJ4a2oOKMTrjsRb-wEvXnP28M?authuser=0&hl=en&rclk=1,09019902038,"Plot No. 1, Brookes Enclave, 5th Floor, Pearl Paradise, ITPL Main Rd, near Brigade Tech Park, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037 ","['info@e2ehiring.com', 'monu@diatoz.com', 'Email: info@e2eworkforce.com']",https://www.linkedin.com/posts/e2ehiring_e2ehiring-pvt-ltd-an-award-winning-ai-patented-activity-7059035402413748224-0iH-
Xeedo Technologies,https://xeedo.in/,https://www.google.com/maps/place/Xeedo+Technologies/data=!4m7!3m6!1s0x3bae1233e6969179:0x99c64d8c5a500372!8m2!3d12.9559983!4d77.6951234!16s%2Fg%2F11rms2698q!19sChIJeZGW5jMSrjsRcgNQWoxNxpk?authuser=0&hl=en&rclk=1,08095660555,"4th Floor, SGR Plaza, Market Bus Stop, HAL Old Airport Rd, above Federal Bank, Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037 ","['emailing us directly at Info@xeedo.in', 'dhanpati.sahu@jgdtec.com', 'dhanpati@xeedo.in', 'Email: *****@xeedo.in', 'ansuman.p@xeedo.in']",https://in.linkedin.com/company/xeedotechnologies
SAP Labs India - Whitefield (Main Entrance),https://www.sap.com/india?url_id=Google_Maps,https://www.google.com/maps/place/SAP+Labs+India+-+Whitefield+%28Main+Entrance%29/data=!4m7!3m6!1s0x3bae0dfe634d7e11:0x6a217aa6cb2f5b6!8m2!3d12.9778653!4d77.7146396!16s%2Fg%2F1td5vlgn!19sChIJEX5NY_4NrjsRtvWybKoXogY?authuser=0&hl=en&rclk=1,Not present on google business profiles,"138, EPIP Zone Whitefield Rd, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560066 ","['kalindee.mehta@sap.com', 'mohammad.rao@sap.cm', 'j.mohith@sap.com']",https://www.linkedin.com/company/sap
Manhattan Associates India Development Center,http://www.manh.com/,https://www.google.com/maps/place/Manhattan+Associates+India+Development+Center/data=!4m7!3m6!1s0x3bae1220e450726d:0x33fcd9ba29c58517!8m2!3d12.964432!4d77.7189049!16s%2Fg%2F11bzscs9th!19sChIJbXJQ5CASrjsRF4XFKbrZ_DM?authuser=0&hl=en&rclk=1,08040418080,"XP79+QHC, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037 ","['GShenoy@manh.com', 'ClientSupport@manh.com']",https://in.linkedin.com/company/manhattan-associates
Bristlecone,http://www.bcone.com/,https://www.google.com/maps/place/Bristlecone/data=!4m7!3m6!1s0x3bae1227f100ef5d:0xe1ca66c28b78949d!8m2!3d12.97571!4d77.712113!16s%2Fg%2F1hhk65b8n!19sChIJXe8A8ScSrjsRnZR4i8JmyuE?authuser=0&hl=en&rclk=1,Not present on google business profiles,"BLOCK-A, 2nd Floor, D-Block, ITPL Main Rd, Whitefield, Bengaluru, Karnataka 560048 ","['sathya.naraynan@bcone.com', 'posh@bristlecone.com', 'singi.anusha@mahindra.com', 'agarwal.rupa@mahindra.com', 'email info@bcone.com']",https://www.linkedin.com/company/bristlecone
INDIQSOFT SOLUTIONS PRIVATE LIMITED,http://indiqsoft.com/,https://www.google.com/maps/place/INDIQSOFT+SOLUTIONS+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3bae13f27e661a5d:0xe38344f3e61017d0!8m2!3d12.9557936!4d77.7115754!16s%2Fg%2F11txdkgrn1!19sChIJXRpmfvITrjsR0BcQ5vNEg-M?authuser=0&hl=en&rclk=1,Not present on google business profiles,"4th floor, Saroj Square Silver Springs Road, Munnekollal Main Rd, near Kavery Hospital, Marathahalli, Bengaluru, Karnataka 560037 ","['support@tofler.in', 'meesalaa99@gmail.com', 'Idmeesalaa99@gmail.com', 'info@neusourcestartup.com']",https://in.linkedin.com/in/sandhya-paidi-400b8525b
Cognizant Pvt Ltd(Bagmane campus),http://www.cognizant.com/,https://www.google.com/maps/place/Cognizant+Pvt+Ltd%28Bagmane+campus%29/data=!4m7!3m6!1s0x3bae132ca3248c4d:0x89eb0d4e735b5af8!8m2!3d12.9726482!4d77.7084861!16s%2Fg%2F11kbwjdmg7!19sChIJTYwkoywTrjsR-Fpbc04N64k?authuser=0&hl=en&rclk=1,18002086999,"7, Chinnapanahalli Main Rd, Ward Number 85, Chinnapanahalli Main Rd, Ward Number 85, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037 ","['inquiry@cognizant.com', 'cognizantfoundation@cognizant.com', 'CognizantAPInvoice@cognizant.com', 'Deepa.Baburaaj@cognizant.com']",https://in.linkedin.com/company/cognizant
"Drishti Technologies, Inc",Not present on google business profiles,"https://www.google.com/maps/place/Drishti+Technologies,+Inc/data=!4m7!3m6!1s0x3bae134e4f0cc4e9:0xd13c7eaab5a1e05f!8m2!3d12.959883!4d77.7160567!16s%2Fg%2F11hzry6mm5!19sChIJ6cQMT04TrjsRX-Chtap-PNE?authuser=0&hl=en&rclk=1",Not present on google business profiles,"2nd Floor, ASK Towers, ITPL Main Rd, next to Bata Showroom, Lakshminarayana Pura, Munnekollal, Bengaluru, Karnataka 560037 ","['nikunj.jariwala@gmail.com', 'support@dristitech.com']",https://in.linkedin.com/company/drishti-technologies
Datatex Private Limited,http://www.datatex.com/,https://www.google.com/maps/place/Datatex+Private+Limited/data=!4m7!3m6!1s0x3bae118abd7efb9d:0xaf57d4834c286390!8m2!3d12.9741079!4d77.7208986!16s%2Fg%2F11ggflrp53!19sChIJnft-vYoRrjsRkGMoTIPUV68?authuser=0&hl=en&rclk=1,Not present on google business profiles,"1st floor at MFar Silverline Tech Park Plot No 180, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066 ","['marketing@datatex.com', 'datatexconsulting@datatex.com', 'datatexconsulting@certapec.it', 'irshadhussain8666@gmail.com', 'privacy@datatex.com', 'helpdesk@datatex.net', 'Email ID: *****@datatex.it', 'vered@datatex.com', 'email marketing@textiletsg.com']",https://in.linkedin.com/company/datatex
